"ProductId";"ProductLanguageId";"ProductVariantId";"ProductNumber";"ProductName";"ProductShortDescription";"ProductLongDescription";"ProductPrice";"ProductWeight";"ProductVolume";"ProductActive";"ProductCreated";"ProductUpdated";"ProductCost";"brand";"Format";"Type";"EAN";"Document";"Material";"EcoFriendly";"Color";"SupplierItemNumber";"Groups"
"PROD103";"LANG2";"";"10094";"The Seat by Ergo - Lycra Gel Saddle";"Denne sadel støtter din krop på samme måde som når du sidder i en stol.";"<ul>	<li>Ekstra bred til utrolig st&oslash;tte og komfort</li>	<li>Kort l&aelig;ngde giver et ikke-restriktivt pedalslag</li>	<li>Integrerede bagreflektorer for &oslash;get synlighed</li>	<li>Gelpolstring adskiller vejvibrationer, samtidig med at der er masser af polstring til komfort</li></ul>";"39,99";"0";"0";"True";"15-01-2009 12:51:34:000";"20-02-2018 11:44:43:467";"0";"Ergo";NULL;"";NULL;"";"";"False";"";NULL;"""GROUP34"""
"PROD106";"LANG1";"";"10095";"Bell Bellistic Helmet";"<p>Whether you&rsquo;re bar spinnin&rsquo; at the local skate park or taking your big hit bike down the mountain, this tough helmet will protect your noggin&rsquo; like no other.</p>";"<ul>	<li>Multi-layered fiberglass shell with and EPS foam liner combines hard-hitting resistance with a great deal of comfort, even under impact</li>	<li>Full-face coverage with adjustable retention harness ensures ultimate protection and fit</li>	<li>15 built-in vents keep your head cool and ventilated</li>	<li>Adjustable visor protects your vision and large eye port accommodates goggles</li></ul>";"44,99";"2";"2";"True";"16-01-2009 11:35:54:000";"20-02-2018 11:44:44:677";"0";"Bell";NULL;"EPS material";NULL;"";"Plastic";"False";"#000000";NULL;"""GROUP111"",""GROUP21"""
"PROD106";"LANG2";"";"10095";"Bell Bellistic Helmet";"<p>Uanset om du er bar spinnin &#39;p&aring; den lokale skatepark eller tager din store hit cykel ned ad bjerget, vil denne h&aring;rde hjelm beskytte din noggin som ingen anden.</p>";"<ul>	<li>&nbsp;</li>	<li>Multi-lags glasfiber skal med og EPS skumforing kombinerer h&aring;rdslagende modstand med stor komfort, selv under slag</li>	<li>Full-face d&aelig;kning med justerbar retention sele sikrer optimal beskyttelse og pasform</li>	<li>15 indbyggede &aring;bninger holder hovedet k&oslash;ligt og ventileret</li>	<li>Justerbar visir beskytter din vision og stor &oslash;jenport im&oslash;dekommer beskyttelsesbriller</li></ul>";"44,99";"2";"2";"True";"16-01-2009 11:35:54:000";"20-02-2018 11:44:46:077";"0";"Bell";NULL;"EPS material";NULL;"";"Plastic";"False";"#000000";NULL;"""GROUP21"""
"PROD107";"LANG1";"";"10096";"Mongoose Ritual Street Mountain Bike (#2)";"<p>If you want baptism by air, here’s your ride. Not only does this bike clear big jumps with ease, its tough, chromoly frame feels nearly weightless when you’re off the ground! Add on 100mm of front suspension to cushion the drops and 3-piece cranks for that sweet barspin.</p>";"<ul>	<li>Heavy-duty chromoly frame provides extra strength for jumps at the park</li>	<li>RST Space Jump offers 100mm of plush suspension for those hard hits</li>	<li>Heat treated, tubular chromoly 3-piece cranks guarantee a stiff and durable ride</li>	<li>Conical washers let you covert this single speed ride to an 8/9 speed bike</li>	<li>Hayes MX4 mechanical disc brakes deliver low maintenance, all-weather stopping power</li>	<li>Kenda K-Rad and Kenda Kiniption tires are designed for aggressive street jumping</li>	<li>Sun Ditch Witch rims with Mongoose rear disc hubs are built to withstand those tough landings on the pavement</li></ul>";"9993";"0";"0";"True";"16-01-2009 11:42:57:000";"03-09-2018 09:02:02:040";"0";"Mongoose";"";"Stainless steel";"";"";"Chromoly";"False";"#4CAF50";"";"""GROUP14"",""GROUP55"""
"PROD107";"LANG2";"";"10096";"Mongoose Ritual Street Mountain Bike";"<p>Hvis du vil have dåb med fly, her er din tur. Ikke alene gør denne cykel klart store spring med lethed, den hårde chromoliske ramme føles næsten vægtløs, når du er ude af jorden! Tilføj på 100mm forhjulsophæng for at dæmpe dråberne og 3-delede vinkler til den søde spids, og du har selv en tur, der kan tackle alt på jorden eller i luften.</p>";"<ul>	<li>Kraftig chromolyramme giver ekstra styrke til spring i parken</li>	<li>RST Space Jump tilbyder 100mm plys suspension for de h&aring;rde hits</li>	<li>Varmebehandlede, r&oslash;rformede chromoliske 3-delt vev giver en stiv og holdbar k&oslash;rsel</li>	<li>Koniske skiver g&oslash;r dig skjult for denne single speed ride til en 8/9 speed cykel</li>	<li>Hayes MX4 mekaniske skivebremser leverer lav vedligeholdelse, alt vejrstopkraft</li>	<li>Kenda K-Rad og Kenda Kiniption d&aelig;k er designet til aggressiv street jump</li>	<li>Sun Ditch Witch f&aelig;lge med mongoose bageste skive nav er bygget til at modst&aring; de h&aring;rde landinger p&aring; fortovet</li></ul>";"9993";"0";"0";"True";"16-01-2009 11:42:57:000";"03-09-2018 09:02:02:047";"0";"Mongoose";"";"Stainless steel";"";"";"Chromoly";"False";"#4CAF50";"";"""GROUP14"""
"PROD108";"LANG1";"";"10097";"Headsweats Mid Cap";"<p>With more coverage than the skull cap, the mid cap provides you with more warmth and wicking for cooler winter rides.</p>";"<ul>	<li>Perfect for rides that drop below 50&deg;</li>	<li>It&rsquo;s a bit longer than a skullcap to provide extra warmth</li>	<li>CoolMax terrycloth sweatband to wick moisture away from your brow</li>	<li>Fits great under your helmet</li></ul>";"15,99";"0,5";"1";"True";"16-01-2009 11:59:48:000";"30-05-2018 11:31:45:237";"0";"Headsweats";NULL;"";NULL;"";"";"False";"";NULL;"""GROUP109"",""GROUP30"""
"PROD108";"LANG2";"";"10097";"Headsweats Mid Cap";"Med mere dækning end skallehætten, giver midterhætten dig mere varme og vågner for køligere vinterrunder.";"<li>Perfekt til rides, der falder under 50 °<br></li><li>Det er lidt længere end en kranietæppe for at give ekstra varme</li><li>CoolMax terrycloth sweatband for at væske fugt væk fra din pande</li><li>Passer godt under din hjelm</li>";"15,99";"0,5";"1";"True";"16-01-2009 11:59:48:000";"20-02-2018 11:44:52:253";"0";"Headsweats";NULL;"";NULL;"";"";"False";"";NULL;"""GROUP30"""
"PROD109";"LANG1";"";"10098";"Performance Liberty City Cycling Cap";"<p>Whether you&rsquo;re a resident of the Liberty City or you just want a perfect match for your Scattante Liberty City Single Speed Road Bike, this classic cap will get the job done!</p>";"<ul>	<li>Lightweight cotton twill construction with a flip-up visor fits comfortably over your head and keeps you cool</li>	<li>KoolFit elastic band around the perimeter rapidly wicks away moisture from your forehead and transports it to the surface within seconds</li>	<li>Twill taped inner seams for a chafe-free experience</li></ul>";"14,99";"0,5";"1";"True";"16-01-2009 12:04:09:000";"30-05-2018 11:31:32:463";"0";"Performance";NULL;"";NULL;"";"";"False";"";NULL;"""GROUP108"",""GROUP30"""
"PROD109";"LANG2";"";"10098";"Performance Liberty City Cycling Cap";"Uanset om du er bosiddende i Liberty City, eller hvis du bare vil have et perfekt match til din Scattante Liberty City Single Speed Road Bike, vil denne klassiske hætte få jobbet gjort!";"<ul>	<li>Letv&aelig;gts bomuldsknol konstruktion med et flip-up visir passer komfortabelt over hovedet og holder dig afk&oslash;let</li>	<li>KoolFit elastikb&aring;nd rundt omkredsen fjerner hurtigt fugt fra panden og transporterer det til overfladen inden for f&aring; sekunder</li>	<li>Twill tapede indre s&oslash;mme for en chaffri oplevelse</li></ul>";"14,99";"0,5";"1";"True";"16-01-2009 12:04:09:000";"20-02-2018 11:44:55:113";"0";"Performance";NULL;"";NULL;"";"";"False";"";NULL;"""GROUP30"""
"PROD11";"LANG1";"";"10005";"Mongoose Crossway 450 Disc";"<p>Ideal for bike paths, country roads and jaunts into town, this easy-rider uses cross/comfort geometry, inside-the-stays disc mounts and semi-aggressive tires to give you exceptional comfort.</p><p>&nbsp;</p>";"<ul>	<li>Mongoose aluminum frame with cross/comfort geometry puts you in a more upright position for easy pedaling</li>	<li>63mm of air sprung, front suspension gives you plush comfort over uneven terrain</li>	<li>FSA Alpha Drive triple cranks with SRAM/SR Suntour drivetrain offers tons of gear options for the hills and the flats</li>	<li>Mongoose aluminum handlebars, seatpost and stem deliver core-level strength, style and performance</li>	<li>Tektro IO mechanical disc brakes deliver rapid and controlled stopping power in any condition</li>	<li>Ritchey SpeedMax Delta tires keep you firmly planted on the trail or road</li>	<li>Durable Alex rims with Formula disc hubs maintain strength and rigidity no matter what you encounter</li>	<li>Ergo Comfort Dual Density grips and Mongoose Performance Hybrid saddle supply extra cushioning</li></ul>";"399";"0";"0";"True";"09-01-2009 11:22:14:000";"20-02-2018 11:44:56:473";"0";"Mongoose";NULL;"";NULL;"";"Titanium";"True";"";NULL;"""GROUP16"",""GROUP57"""
"PROD11";"LANG2";"";"10005";"Mongoose Crossway 450 Disc";"<p>Ideel til cykelstier, landeveje og jager i byen, bruger denne nem-rytter kryds / komfort geometri, indvendige støddæmper og semi-aggressive dæk for at give dig enestående komfort og ydeevne, uanset hvor du kører.</p><p>&nbsp;</p>";"<ul>	<li>Mongoose aluminiumsramme med kryds / komfort geometri s&aelig;tter dig i en mere oprejst position for nem pedaling</li>	<li>63mm luftudst&oslash;dning, forreste suspension giver dig p&aelig;n komfort over uj&aelig;vnt terr&aelig;n</li>	<li>FSA Alpha Drive triple cranks med SRAM / SR Suntour drivetrain tilbyder tonsvis af gear muligheder for bakkerne og lejlighederne</li>	<li>Mongoose aluminium h&aring;ndtag, s&aelig;depind og stamme leverer styrke, stil og ydeevne p&aring; kerneniveau</li>	<li>Tektro IO mekaniske skivebremser leverer hurtig og kontrolleret stopkraft i enhver tilstand</li>	<li>Ritchey SpeedMax Delta d&aelig;k holder dig fast plantet p&aring; trail eller vej</li>	<li>Holdbare Alex-f&aelig;lge med Formula-skivehubs opretholder styrke og stivhed, uanset hvad du st&oslash;der p&aring;</li>	<li>Ergo Comfort Dual Density greb og Mongoose Performance Hybrid sadeltilf&oslash;rsel ekstra polstring</li></ul>";"399";"0";"0";"True";"09-01-2009 11:22:14:000";"20-02-2018 11:44:57:990";"0";"Mongoose";NULL;"";NULL;"";"Titanium";"True";"";NULL;"""GROUP16"""
"PROD110";"LANG1";"";"10099";"Castelli Logo Bandana";"<p>Stop stinging sweat in its tracks with Castelli&rsquo;s tieback bandana.</p>";"<ul>	<li>Polyester fabric cools your entire noggin&rsquo; while keeping sweat out of your eyes</li>	<li>Designed to fit comfortably underneath your helmet</li></ul>";"16,99";"0,5";"1";"True";"16-01-2009 12:16:58:000";"30-05-2018 11:32:13:920";"0";"Castelli";NULL;"";NULL;"";"";"False";"";NULL;"""GROUP109"",""GROUP30"""
"PROD110";"LANG2";"";"10099";"Castelli Logo Bandana";"Stop stinging sweat in its tracks with Castelli&rsquo;s tieback bandana.";"<li>Polyester fabric cools your entire noggin&rsquo; while keeping sweat out of your eyes</li><li>Designed to fit comfortably underneath your helmet</li>";"16,99";"0,5";"1";"True";"16-01-2009 12:16:58:000";"20-02-2018 11:45:00:840";"0";"Castelli";NULL;"";NULL;"";"";"False";"";NULL;"""GROUP30"""
"PROD111";"LANG1";"";"10100";"K2 T:Nine Alliance Ladies Road Bike";"<p>An enthusiastic, road-ready bike inspired and developed by K2&rsquo;s T:Nine Alliance Team!</p>";"<ul>	<li>Butted 6061 aluminum frame with Reflex Road tuning for a lightweight and resilient ride</li>	<li>T:Nine design gives all women riders a customized fit and look</li>	<li>Smooth welded, carbon seatstays and fork smooth out the road ahead</li>	<li>K2 Bike Fit System stem supplies personalized bar height without the extra weight</li>	<li>Shimano 105 20-speed drivetrain with R600 compact cranks offer plenty of easy and efficient gearing options for the climbs</li>	<li>Shimano R700 brake/shift levers (Ultegra-level) with reach adjust are mounted on the T:Nine tuned handlebar to accommodate smaller hands for easier stops and gear changes</li>	<li>Selle San Marco Women&rsquo;s Ischia saddle with T:Nine tuned, carbon seatpost adds personalized comfort - a favorite of the Alliance Team</li>	<li>FSA Gossamer dual-pivot brakes provide quick and easy stops</li>	<li>Crank Brothers Smarty clipless pedals deliver more power in every rotation</li>	<li>Continental Ultra Race tires for comfort and exceptional handling, especially on rough or wet road surfaces</li>	<li>American Classic Victory wheelset blends together strength, light weight and performance to give you a smooth, responsive ride in race conditions</li></ul>";"999";"0";"0";"True";"16-01-2009 12:25:00:000";"20-02-2018 11:45:02:643";"0";"K2 T";NULL;"";NULL;"";"Carbon";"True";"";NULL;"""GROUP15"",""GROUP60"""
"PROD111";"LANG2";"";"10100";"K2 T:Nine Alliance Ladies Road Bike";"En entusiastisk, vejklar cykel inspireret og udviklet af K2's T: Nine Alliance Team!";"<li>Butted 6061 aluminiumsramme med Reflex Road tuning til en let og robust tur<br></li><li>T: Nine design giver alle kvinder ryttere en tilpasset pasform og udseende</li><li>Glatte svejsede koldstole og gaffel glider ud af vejen fremad</li><li>K2 Bike Fit System stamme leverer personlig bar højde uden ekstravægt</li><li>Shimano 105 20-trins drivkørsel med R600 kompakte kraner tilbyder masser af nemme og effektive gearingsmuligheder til klatringerne</li><li>Shimano R700 bremse- / skiftehåndtag (Ultegra-niveau) med rækkeviddejustering er monteret på T: Nine tunet håndtag for at rumme mindre hænder for lettere stop og gearskifte</li><li>Selle San Marco Women's Ischia-sadlen med T: Nine tunet, carbon-sædepost tilføjer personlig komfort - en favorit af Alliance-teamet</li><li>FSA Gossamer dual-pivot bremser giver hurtige og nemme stop</li><li>Crank Brothers Smarty klemløse pedaler leverer mere strøm i hver rotation</li><li>Continental Ultra Race dæk til komfort og ekstraordinær håndtering, især på hårde eller våde veje</li><li>American Classic Victory hjulsæt kombinerer styrke, letvægt og ydeevne for at give dig en jævn og lydhør tur i løbsforhold</li>";"999";"0";"0";"True";"16-01-2009 12:25:00:000";"20-02-2018 11:45:04:017";"0";"K2 T";NULL;"";NULL;"";"Carbon";"True";"";NULL;"""GROUP15"""
"PROD112";"LANG1";"";"10101";"K2 T:Nine Twister Ladies Road Bike";"<p>New, compact double gearing makes this advanced road bike lighter and easier to shift for 2008!</p>";"<ul>	<li>Lighter, more compliant ride thanks to a butted frame with Reflex Road tubing</li>	<li>T:Nine design gives all women riders a customized fit and look</li>	<li>Slim, carbon seatstays and T:Nine tuned fork smooth out the road ahead</li>	<li>K2 Bike Fit System stem supplies personalized bar height without the extra weight</li>	<li>Shimano Tiagra/SRAM 18-speed drivetrain with FSA Gossamer compact cranks offer plenty of quick, easy and efficient gearing options for the climbs</li>	<li>S.T.I. shifters with reach adjust and T:Nine tuned handlebar improves riding confidence</li>	<li>Selle San Marco Women&rsquo;s Ischia saddle with T:Nine tuned seatpost adds personalized comfort</li>	<li>Tektro dual-pivot brakes provide quick and easy stops</li>	<li>Crank Brothers Smarty clipless pedals deliver more power in every rotation</li>	<li>Lightweight, A-Class wheelset with color-matched, Vittoria Rubino tires for a high level of control, response and lateral rigidity</li></ul>";"849";"0";"0";"True";"16-01-2009 12:28:00:000";"20-02-2018 11:45:05:377";"0";"K2 T";NULL;"";NULL;"";"Titanium";"True";"#FFFFFF";NULL;"""GROUP15"",""GROUP60"""
"PROD112";"LANG2";"";"10101";"K2 T:Nine Twister Ladies Road Bike";"Ny, kompakt dobbelt gearing gør denne avancerede vejcykel lettere og lettere at skifte til 2008!";"<li>Lighter, mere kompatibel tur takket være en stødt ramme med Reflex Road slange<br></li><li>T: Nine design giver alle kvinder ryttere en tilpasset pasform og udseende</li><li>Slanke, karbonstole og T: Nine tunet gaffel glider ud af vejen fremad</li><li>K2 Bike Fit System stamme leverer personlig bar højde uden ekstravægt</li><li>Shimano Tiagra / SRAM 18-trins drivetrain med FSA Gossamer kompakte cranks tilbyder masser af hurtige, nemme og effektive gearingsmuligheder til klatringerne</li><li>S.T.I. shifters med justering af rækkevidde og T: Nine tunet styring forbedrer kørselstroen</li><li>Selle San Marco Women's Ischia-sadlen med T: Nine tunet sædepost tilføjer personlig komfort</li><li>Tektro dual-pivot bremser giver hurtige og nemme stop</li><li>Crank Brothers Smarty klemløse pedaler leverer mere strøm i hver rotation</li><li>Letvægts A-klasse hjulsæt med farve-matchede Vittoria Rubino dæk til et højt niveau af kontrol, respons og lateral stivhed</li>";"849";"0";"0";"True";"16-01-2009 12:28:00:000";"20-02-2018 11:45:06:747";"0";"K2 T";NULL;"";NULL;"";"Titanium";"True";"#FFFFFF";NULL;"""GROUP15"""
"PROD113";"LANG1";"";"10102";"K2 Enemy Cyclocross Bike 2008";"<p>A keenly honed cyclocross weapon which doubles as a spirited commuter on weekdays!</p>";"<ul>	<li>Butted cross frame with Reflex Road tuning gives you a lightweight and resilient ride</li>	<li>Carbon bladed fork smoothes out rough trails and bumpy roads</li>	<li>K2 Bike Fit System stem supplies personalized bar height without the extra weight</li>	<li>Shimano 105 20-speed drivetrain with FSA Omega compact cranks offer plenty of easy and efficient gearing options for the climbs</li>	<li>Gear indicators in the Shimano 105 S.T.I. shifters eliminate shifting confusion</li>	<li>Selle San Marco Ponza K saddle with Kevlar rear panels add comfort while preventing scrapes and scuffs</li>	<li>Kore Kross Race cantilevers combine excellent mud clearance with powerful stopping performance</li>	<li>Vittoria Cross XG Pro tires supply traction and control in the mud and dirt</li>	<li>Aerodynamic, Alex ALX 220 wheelset provides an excellent strength to weight ratio - perfect for training or commuting</li>	<li>Rear rack mounts let you add a rack when you need to transport extra gear</li></ul>";"999";"0";"0";"True";"16-01-2009 12:32:38:000";"20-02-2018 11:45:08:107";"0";"K2";NULL;"";NULL;"";"Titanium";"False";"";NULL;"""GROUP15"",""GROUP60"""
"PROD113";"LANG2";"";"10102";"K2 Enemy Cyclocross Bike 2008";"Et stærkt hyret cyklocross-våben, der fordobler som en spændende pendler på hverdage!";"<ul>      <li>Butted cross frame med Reflex Road tuning giver dig en let og robust ride<br></li><li>Kulbladsgaffel glider ud grove stier og ujævn veje</li><li>K2 Bike Fit System stamme leverer personlig bar højde uden ekstravægt</li><li>Shimano 105 20-speed drivetrain med FSA Omega compact cranks tilbyder masser af nemme og effektive gearing muligheder for klatrer</li><li>Gearindikatorer i Shimano 105 S.T.I. shifters eliminere skiftende forvirring</li><li>Selle San Marco Ponza K sadel med Kevlar bagpaneler giver komfort, samtidig med at man forhindrer scrapes og scuffs</li><li>Kore Kross Race cantilevers kombinerer fremragende mudderafstand med kraftig stoppræstation</li><li>Vittoria Cross XG Pro dæk leverer trækkraft og styring i mudder og snavs</li><li>Aerodynamisk, Alex ALX 220 hjulsæt giver et fremragende styrke til vægtforhold - perfekt til træning eller pendling</li><li>Bagstativmonteringer giver dig mulighed for at tilføje et stativ, når du skal transportere ekstra gear</li></ul>";"999";"0";"0";"True";"16-01-2009 12:32:38:000";"20-02-2018 11:45:09:617";"0";"K2";NULL;"";NULL;"";"Titanium";"False";"";NULL;"""GROUP15"""
